date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:26	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%227dad87f6a509e915c54715e92e604cd8%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/url.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/url.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/%26gt_.html)
18:54:27	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%2210f1df0a63dbe40584b2e7a0abe4656a%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/window.location.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/window.location.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_https_/http2.mlstatic.com_/%26gt_.html)
18:54:29	242745/242745	---M--	200	added ('OK')	application/octet-stream	etag:%22661ee71c24b97364ed12f01a4dcc5f07%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/119-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.oembed	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/119-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.oembed	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/119-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:30	215044/215044	---M--	200	added ('OK')	image/png	etag:%22a0bf976440c03ac93effe1b0c9c6fc4e%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo1_3_500x500319b319b.png?v=1714438230	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo1_3_500x500319b319b319b.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/119-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:31	3739/3739	---MCZ	200	added ('OK')	text/html	etag:W/%22b9bb8652aa74ae09ca651f16287229d5%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_a%20href%3d.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/_a%20href=.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/119-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:37	714901/714901	---M--	200	added ('OK')	image/png	etag:%229901073f8e01f8a04dee579e8cd3196d%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo1_3319b319b.png?v=1714438230	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo1_3319b319b319b.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/119-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:37	534/534	---M--	200	added ('OK')	application/octet-stream	etag:%228a1f143bd564a9f0615c90876f958c92%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-24-unidades-detergente-ype-liquido-neutro.oembed	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-24-unidades-detergente-ype-liquido-neutro.oembed	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-24-unidades-detergente-ype-liquido-neutro.html)
18:54:37	9594/9594	---M--	200	added ('OK')	image/jpeg	etag:%22170f18978c5c5454d8a36211828585e0%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/images_3_sadsadsa_500x50017361736.jpg?v=1714494360	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/images_3_sadsadsa_500x500173617361736.jpg	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-24-unidades-detergente-ype-liquido-neutro.html)
18:54:38	206652/206652	---MCZ	200	added ('OK')	text/html	etag:W/%2285bfe690809c3f3fd6fdefdac5309344%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/Minha%20loja.html	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/Minha%20loja.html	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-24-unidades-detergente-ype-liquido-neutro.html)
18:54:39	9594/9594	---M--	200	added ('OK')	image/jpeg	etag:%22170f18978c5c5454d8a36211828585e0%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/images_3_sadsadsa17361736.jpg?v=1714494360	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/images_3_sadsadsa173617361736.jpg	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-24-unidades-detergente-ype-liquido-neutro.html)
18:54:42	241593/241593	---M--	200	added ('OK')	application/octet-stream	etag:%22bdc236a76419a1817cc3f8fcd577b440%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-arroz-branco-tipo-1-camil-pacote-5kg.oembed	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-arroz-branco-tipo-1-camil-pacote-5kg.oembed	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-arroz-branco-tipo-1-camil-pacote-5kg.html)
18:54:44	268757/268757	---M--	200	added ('OK')	image/png	etag:%220139c50786cad85cf4610aeef682eef5%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/IMG_6500_500x50047934793.png?v=1714143153	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/IMG_6500_500x500479347934793.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-arroz-branco-tipo-1-camil-pacote-5kg.html)
18:54:49	853769/853769	---M--	200	added ('OK')	image/png	etag:%225410954f5bf987eb5114190c1397519c%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/IMG_650047934793.png?v=1714143153	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/IMG_6500479347934793.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/kit-5-arroz-branco-tipo-1-camil-pacote-5kg.html)
18:54:51	242741/242741	---M--	200	added ('OK')	application/octet-stream	etag:%2264188850d62ac3cf94112ee732e6200f%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/149-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.oembed	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/149-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.oembed	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/149-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:53	215292/215292	---M--	200	added ('OK')	image/png	etag:%2251d3d593660aa1ec1adc588e2215b8fa%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo2_1_500x500e602e602.png?v=1714438283	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo2_1_500x500e602e602e602.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/149-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
18:54:59	715316/715316	---M--	200	added ('OK')	image/png	etag:%225f3991c0ee61e46faf08f4c445cf7dab%22	https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo2_1e602e602.png?v=1714438283	E:/Meus%20Sites/mercadolivre3/ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/cdn/shop/files/Criativo2_1e602e602e602.png	(from https://ofertaml.vercel.app/ofertamlshop.vercel.app/ofertaml.shop/products/149-kit-5-azeite-de-oliva-extra-virgem-portugues-andorinha-classicos-vidro-500ml.html)
